id,type,name,canonical,cached_count,merger_id
50724,Relationship,Jor-El/Lara Lor-Van,true,29,
50759,Relationship,Bess Marvin/Ned Nickerson,true,4,
50777,Relationship,Kimber Benton/Mary 'Stormer' Phillips,false,12,13808270
50794,Relationship,Joe Jonas/Demi Lovato,true,29,
50795,Relationship,Demi Lovato/Selena Gomez,false,8,54988
50804,Relationship,Seth Cohen/Anna Stern,true,8,
50824,Relationship,Ogino Chihiro/Haku,false,19,4878292
50836,Relationship,Seth Cohen/Zach Stevens,true,3,
50843,Relationship,Horatio/Ophelia,true,8,
50883,Relationship,Alex/Justin,false,9,33290
50907,Relationship,Tenel Ka Djo/Jacen Solo,true,90,
50924,Relationship,Zack Addy/Spencer Reid,true,26,
50947,Relationship,Jeff/Britta,false,14,67466
50951,Relationship,John Granby/William Laurence/Tharkay,false,8,617744
50979,Relationship,Kaiou Michiru/Ten'ou Haruka,false,7,273574
50997,Relationship,Jim Ellison/Carolyn Plummer,true,22,
51014,Relationship,Jubilation Lee/Kitty Pryde,true,5,
51055,Relationship,Aang (Avatar)/Katara,false,22,289747
51057,Relationship,Ike/Soren,false,24,114118
51067,Relationship,Janis Gold/Chloe O'Brian,true,0,
51069,Relationship,Tory Belleci/Kari Byron/Grant Imahara,true,5,
51073,Relationship,Azula/Zuko (Avatar),true,164,
51105,Relationship,Dan Dreiberg/Adrian Veidt,true,74,
51106,Relationship,Katara/Toph Bei Fong,false,24,4273199
51109,Relationship,Katara/Zuko (Avatar),true,6107,
51111,Relationship,Grace Adler/Will Truman,true,3,
51121,Relationship,Will Truman/Karen Walker,true,6,
51122,Relationship,Grace Adler/Karen Walker,true,55,
51124,Relationship,Sokka/Suki (Avatar),true,1983,
51125,Relationship,Jack McFarland/Will Truman,true,46,
51126,Relationship,Sokka/Toph Bei Fong,false,11,4204859
51130,Relationship,Jack McFarland/Karen Walker,true,49,
51131,Relationship,Sokka/Yue (Avatar),true,353,
51132,Relationship,Sokka/Zuko (Avatar),true,5813,
51136,Relationship,Jack McFarland/Rosario Salazar,true,1,
51144,Relationship,Rosario Salazar/Karen Walker,true,1,
51146,Relationship,Grace Adler/Leo Markus,true,0,
51151,Relationship,Vince D'Angelo/Will Truman,true,2,
51157,Relationship,Ben Doucette/Karen Walker,true,0,
51159,Relationship,Grace Adler/Ben Doucette,true,0,
51166,Relationship,Lyle Finster/Karen Walker,true,0,
51179,Relationship,Grace Adler/Sam Truman,true,0,
51186,Relationship,Karen Walker/Stan Walker,true,5,
51210,Relationship,Ozai/Ursa (Avatar),true,254,
51221,Relationship,Hamlet/Ophelia,false,120,21488799
51261,Relationship,"Darya Greenwood/Nikolai ""Kolya"" Rodchenko",true,0,
51277,Relationship,Brick Pollitt/Skipper,true,3,
51278,Relationship,Brick Pollitt/Maggie Pollitt,true,3,
51283,Relationship,Klaus von dem Eberbach/James,true,3,
51290,Relationship,Dean Learner/Garth Marenghi,true,0,
51309,Relationship,Aemon al Caar al Thorin/Eldrene ay Ellan ay Carlan,true,1,
51310,Relationship,Trey Atwood/Seth Cohen,true,1,
51315,Relationship,Danny (The OC)/Anna Stern,true,0,
51316,Relationship,Jimmy Cooper/Zach Stevens,true,0,
51321,Relationship,Zac Efron/Robert Pattinson,true,1,
51323,Relationship,Kim Kelly/Lindsay Weir,true,9,
51337,Relationship,Alia Atreides/Duncan Idaho,true,10,
51353,Relationship,Brian Epstein/John Lennon,true,87,
51365,Relationship,Peter Bishop/Olivia Dunham,true,600,
51366,Relationship,Cigarette Smoking Man/Teena Mulder,true,17,
51375,Relationship,Chuck Bartowski/Tyler Martin,true,2,
51386,Relationship,Crono/Marle,false,10,24113441
51396,Relationship,Eric Bana/Marton Csokas,true,1,
51431,Relationship,Hiro Nakamura/Yaeko,false,6,36266600
51434,Relationship,Miranda/Andy,false,39,113691
51442,Relationship,Kairi/Sora,false,225,20599443
51536,Relationship,Matt Buckner/Pete Dunham,true,20,
51545,Relationship,Len Creighton & Billy Starkey,true,0,
51578,Relationship,Ben Davidson/Felicity Merriman,true,17,
51619,Relationship,Ned Nickerson/OFC,false,6,7362176
51621,Relationship,Rose Cotton/Sam Gamgee/Pippin Took,true,0,
51629,Relationship,Ned Nickerson/Original Female Character,false,6,7362176
51632,Relationship,Elan/Haley Starshine,true,7,
51657,Relationship,Ben Adams/Christian Ingebrigtsen,true,1,
51671,Relationship,Diego Hargreeves/Vanya Hargreeves,true,138,
51689,Relationship,Frodo Baggins/Merry Brandybuck/Sam Gamgee/Pippin Took,true,6,
51690,Relationship,G Callen/Sam Hanna,true,313,
51716,Relationship,Everett Young/Nicholas Rush,false,6,56267
51732,Relationship,Gonzo the Great/Chickens,true,3,
51749,Relationship,Seifer Almasy/Jenna Angel,true,0,
51753,Relationship,Richard II/Aumerle,false,9,39368563
51771,Relationship,Lucas Buck/Gail Emory,true,8,
51776,Relationship,Ricky Linderman/Clifford Peache,true,10,
51796,Relationship,Tarod/Yandros,true,1,
51802,Relationship,Stephen Conlin/Jeff Haugh,true,1,
51821,Relationship,Bugs Bunny/Elmer Fudd,true,4,
51824,Relationship,Aredhel/Eöl,false,36,7434053
51827,Relationship,Maud Lilly/Susan Trinder,true,34,
51846,Relationship,Phèdre nó Delaunay/Hyacinthe,true,4,
51849,Relationship,Phèdre nó Delaunay/Melisande Shahrizai,true,22,
51855,Relationship,Bellatrix Lestrange/Rodolphus Lestrange,false,78,966048
51866,Relationship,Richard Castle/Kate Beckett,false,27,23150
51887,Relationship,d'Artagnan/Athos,false,306,17333376
51925,Relationship,Noser (The Middleman)/Lacey Thornfield,true,1,
51926,Relationship,The Middleman/Lacey Thornfield,true,10,
51935,Relationship,Buckaroo Banzai/Penny Priddy,true,4,
51951,Relationship,Will Benteen/Carreen O'Hara,true,1,
51988,Relationship,Noel Chandler/Chisato Madison,true,2,
52020,Relationship,Ginty Marlow/Ronnie Merrick,true,1,
52021,Relationship,Nicola Marlow/Patrick Merrick,true,9,
52023,Relationship,Caleb Colton/Peter Petrelli,true,1,
52036,Relationship,Rodney McKay/Donna Noble,true,2,
52044,Relationship,James Jesse/Hartley Rathaway,true,100,
52048,Relationship,Annah-of-the-Shadows/The Nameless One,true,0,
52057,Relationship,Dak'kon the Pariah/The Nameless One,true,0,
52058,Relationship,Fall-from-Grace/The Nameless One,true,0,
52060,Relationship,The Nameless One/Ravel Puzzlewell,true,0,
52065,Relationship,Nathaniel Adam/Clifford Zmeck,true,0,
52070,Relationship,Tim Drake/Dick Grayson/Original Female Character,true,0,
52080,Relationship,Bang Bang/Penelope Stamp,true,3,
52089,Relationship,Anton Kilgallen/Sandy Sonnenberg,true,2,
52092,Relationship,Roland Crakehall/Donnel of Duskendale,true,1,
52111,Relationship,Jon Snow/Satin,false,12,902748
52115,Relationship,Andy Hurley/Patrick Stump,true,121,
52144,Relationship,Satin/Jon Snow,false,15,902748
52157,Relationship,Michelle Benjamin/David Shepherd,true,49,
52164,Relationship,Ray Stantz/Peter Venkman,true,16,
52207,Relationship,Jensen Ackles/Danneel Harris/Chad Michael Murray,true,1,
52211,Relationship,Rachel Morgan/Ivy Tamwood,true,60,
52219,Relationship,Vincent Law/Re-l Mayer,true,17,
52221,Relationship,Ed Gentry/Lewis Medlock,true,3,
52232,Relationship,Jaina Proudmoore/Thrall,true,58,
52239,Relationship,Alex Rider/Wolf,true,23,
52250,Relationship,Katniss/Peeta,false,56,55599
52258,Relationship,Nick Charles/Nora Charles,true,21,
52282,Relationship,Lee Blanchard/Bucky Bleichert/Kay Lake,true,0,
52283,Relationship,Wyatt Earp/Doc Holliday,true,50,
52319,Relationship,Hugh Laurie/Robert Sean Leonard,true,13,
52349,Relationship,Joanna Frankel/Kat Gardener,true,6,
52350,Relationship,Kat Gardener/Roxie Torcoletti,true,3,
52353,Relationship,Alex Munday/Dylan Sanders,true,5,
52365,Relationship,Ned Henry/Verity Kindle,true,16,
52371,Relationship,Jack Hofner/Rowe Rickenbacker,true,2,
52377,Relationship,Betty Cooper/Reggie Mantle,true,118,
52410,Relationship,Purdey/Mike Gambit,false,7,120111
52434,Relationship,Humphrey/Captain Shakespeare,true,2,
52447,Relationship,Anne of Bohemia/Richard II,false,33,31727215
52470,Relationship,Jesse Chambers/Grant Emerson/Rick Tyler,true,2,
52480,Relationship,Bucky Barnes/Steve Rogers,false,304,110293
52514,Relationship,Beltan of Calavan/Travis Wilder,true,4,
52544,Relationship,Johanna Barker/Judge Turpin,true,14,
52548,Relationship,Embryon/Embryon,true,3,
52550,Relationship,Illyria/Wesley Wyndam-Pryce,true,107,
52551,Relationship,Bruce Wayne/Jim Gordon,false,39,35075
52557,Relationship,Aeriel/Erin,false,8,16480308
52562,Relationship,Janet Llanwellyn/William Winsbury,true,1,
52566,Relationship,Argilla/Jinana,false,17,40142038
52567,Relationship,Gale/Roland,true,6,
52570,Relationship,Kou Shuurei/Shi Ryuuki/Shi Seiran,true,3,
52584,Relationship,Jenova/Sephiroth,false,11,22808070
52586,Relationship,Orlando Bloom/Harry Sinclair/Karl Urban,true,3,
52598,Relationship,Sora/Roxas,false,17,5753166
52605,Relationship,Sasuke/Sakura,false,38,110362
52606,Relationship,Naruto/Sakura,false,7,29481
52607,Relationship,Sakura/Sasuke,false,8,110362
52635,Relationship,Kogure Kiminobu/Sakuragi Hanamichi,true,1,
52647,Relationship,Oberon/Titania,false,39,15019152
52675,Relationship,Sam Bell/Sam Bell,true,7,
52695,Relationship,Clare of Assisi/Francis of Assisi,true,1,
52713,Relationship,Bisclavret/King,true,2,
52734,Relationship,Luna Lovegood/Remus Lupin,true,40,
52749,Relationship,Alan Mendelsohn/Leonard Neeble,true,6,
52757,Relationship,Mildmay Foxe/Felix Harrowgate,true,17,
52786,Relationship,Cameron Frye/Sloane Peterson,true,12,
52789,Relationship,Ted Mosby/Robin Scherbatsky,true,39,
52794,Relationship,Nick Boyle/Julia Walker,true,2,
52840,Relationship,Jonathan Hunt/Shepard Smith,true,1,
52845,Relationship,Ferid Egan/Arshtat Falenas,true,2,
52848,Relationship,Kate Bishop/Tommy Shepherd,true,222,
52867,Relationship,Zeus/Hera,false,22,111769
52869,Relationship,Manjoume Fumi/Okudaira Akira,true,5,
52889,Relationship,Jimmy Olsen/Chloe Sullivan,false,17,21523413
52898,Relationship,Athos/Aramis,false,63,12133001
52927,Relationship,Beverly Crusher/Other,false,13,23528145
52928,Relationship,Charles/Sebastian,true,6,
52938,Relationship,Peter Parker/MJ Watson,false,16,19903
52951,Relationship,Bill/Beatrix Kiddo,true,12,
52952,Relationship,Bill/Elle Driver,true,0,
52966,Relationship,Rincewind/Twoflower,false,13,32360017
52991,Relationship,Chel/Miguel/Tulio,false,34,23903943
52999,Relationship,Ally Connolly/Chiara Ferina,true,1,
53015,Relationship,Felix Harrowgate/Shannon Teverius,true,3,
53018,Relationship,David Henrie/Selena Gomez,false,16,40371502
53029,Relationship,Jack Bristow/Will Tippin,true,23,
53030,Relationship,Francie Calfo/Eric Weiss,true,2,
53045,Relationship,Violet/Auggie,true,1,
53057,Relationship,Bernard Black/Fran Katzenjammer,true,11,
53071,Relationship,Julia Poole/Valentina Poole,true,1,
53072,Relationship,Julia Poole/Theo Wells,true,1,
53083,Relationship,Baines/Zunoski,true,2,
53107,Relationship,Derek Shepherd/Izzie Stevens,true,1,
53113,Relationship,Saiki Souma/Tagami Masataka,true,2,
53143,Relationship,Nara Shikamaru/Yamanaka Ino,true,393,
53144,Relationship,Senou Aiko/Yokokawa Nobuko,true,3,
53153,Relationship,Magnus Bane/Alec Lightwood,true,36415,
53171,Relationship,Lucy/Prudence,true,1,
53183,Relationship,Alex Krycek/Marita Covarrubias,false,20,47076
53184,Relationship,Alex Krycek/Maximillian,true,2,
53192,Relationship,Sydney Bristow/Eric Weiss,true,26,
53203,Relationship,Pandora/Prometheus,false,9,32242633
53224,Relationship,Flannel Bathrobe Guy/Terrible Blazer Guy,true,1,
53228,Relationship,Angel/Cordelia,false,8,19596825
53238,Relationship,Chas Chandler/Renee Chandler,true,13,
53241,Relationship,Nancy Astley/Kitty Butler,true,15,
53243,Relationship,Jeff Winger/Annie Edison,false,7,67450
53252,Relationship,Max/Logan,false,21,1273120
53282,Relationship,Betsy Ray/Joe Willard,true,10,
53305,Relationship,Patrick Stump/Frank Iero,false,11,53376
53310,Relationship,Fred Weasley/Angelina Johnson,false,10,100565
53311,Relationship,Shibata Kento/Shinonome Mei,true,1,
53325,Relationship,Chris Faller/Patrick Stump,true,2,
53327,Relationship,Chris Faller/Travis McCoy,true,0,
53328,Relationship,Chris Faller/Darren Wilson,true,5,
53329,Relationship,Chris Faller/Greta Salpeter,true,0,
53330,Relationship,Skwisgaar Skwigelf/Toki Wartooth,true,304,
53340,Relationship,Tony Hill/Carol Jordan,true,28,
53343,Relationship,Joe Trohman/Original Male Character,true,6,
53346,Relationship,Bob Bryar/Frank Iero/Pete Wentz,true,0,
53347,Relationship,Kuromiya Ruka/Natsukawa Makoto,true,1,
53353,Relationship,Aloysius Pendergast/Corrie Swanson,true,8,
53357,Relationship,Peter/Elizabeth,false,24,78799
53359,Relationship,Lynda Day/Spike Thomson,true,34,
53364,Relationship,Ryan Ross/Spencer Smith/Brendon Urie/Jon Walker,true,160,
53366,Relationship,Castle/Beckett,false,30,23150
53374,Relationship,Bob Bryar/Patrick Stump,true,62,
53376,Relationship,Frank Iero/Patrick Stump,true,36,
53393,Relationship,Kevin Lucas/Macy Misa,true,4,
53409,Relationship,Claud Darracott/Felix Hethersett,true,2,
53421,Relationship,Kurt Mendel/Neil Taggart,true,6,
53425,Relationship,Ian Crawford/Alex Marshall,true,10,
53437,Relationship,Cash Colligan/Alex Marshall,true,10,
53438,Relationship,Mikey Way/Alicia Simmons,false,13,42807
53452,Relationship,Kaidan Alenko/Commander Shepard,false,310,992278
53466,Relationship,Angela Perry/Kurt Mendel,true,1,
53476,Relationship,Holly Culverson/Neil Taggart,true,0,
53485,Relationship,Chuck Taggart/Paige Taggart,true,0,
53486,Relationship,Asami Hikaru/Todoroki Yuu,true,1,
53500,Relationship,Sarah Forbes/Troy Johnson,true,0,
53502,Relationship,The Devil/Utahraptor,true,1,
53529,Relationship,Sixth Doctor/Charley Pollard,true,3,
53555,Relationship,Andy Hurley/Patrick Stump/Pete Wentz,true,2,
53592,Relationship,Sebastian Flight/Steve McCracken,true,1,
53631,Relationship,Jane Castle/Jack Haldane,true,2,
53642,Relationship,Jethro Gibbs/Laura Roslin,true,2,
53643,Relationship,Joan Holloway/Roger Sterling,true,18,
53658,Relationship,Benton Fraser/Peter Pevensie,true,1,
53663,Relationship,Johnny Nogerelli/Paulette Rebchuck,true,8,
53682,Relationship,Liz Lemon/Jack Donaghy,false,66,12392812
53700,Relationship,Ray Garraty/Jan,true,7,
53701,Relationship,Ray Garraty/Peter McVries,true,49,
53704,Relationship,Gillian Foster/Cal Lightman,true,244,
53758,Relationship,David Henrie/Nick Jonas,true,1,
53759,Relationship,Dalton/Wade Garrett,true,4,
53785,Relationship,Charlie Dalton/Knox Overstreet,true,82,
53791,Relationship,Furude Rika/Houjou Satoko,true,48,
53803,Relationship,Walter Bishop/Astrid Farnsworth,true,24,
53809,Relationship,Feliciano López/Fernando Verdasco,true,38,
53813,Relationship,David Ferrer/Feliciano López/Rafael Nadal,true,1,
53840,Relationship,Mitsuru/Akihiko,false,9,153228
53850,Relationship,Jay-Z/Beyoncé Knowles,true,8,
53868,Relationship,Barney/Robin,false,31,35830
53886,Relationship,Sam Beckett-Al Calavicci Friendship,false,6,142710
53913,Relationship,Summer Glau & Joss Whedon,true,1,
53919,Relationship,Andy Murray/Rafael Nadal,true,32,
53938,Relationship,Cappie/Casey Cartwright,true,10,
53939,Relationship,Tyron Ner-Halfrid/Wren Nissal Poth/Teressa Rhisadel/Connor Shaltar,true,1,
53940,Relationship,Sherlock Holmes & James Moriarty,true,71,
53954,Relationship,Jack Bristow/Emily Sloane,true,4,
53955,Relationship,Arvin Sloane/Emily Sloane,true,19,
53958,Relationship,Dan Foster/Della Smith,true,2,
53977,Relationship,Rosencrantz/Guildenstern,false,10,21488790
53979,Relationship,Chen Wei/Inari/Zhu Irzh,true,2,
53996,Relationship,Dylan McKay/Brandon Walsh,true,2,
54019,Relationship,Betsy Bell/Mary Gray,true,1,
54041,Relationship,Katniss Everdeen/Gale Hawthorne,true,573,
54052,Relationship,Alicia Keys/Beyoncé Knowles,true,1,
54070,Relationship,Betty Cooper/Archie Andrews,false,19,71117
54071,Relationship,Veronica Lodge/Archie Andrews,false,22,71120
54072,Relationship,Betty Cooper/Veronica Lodge,true,1090,
54073,Relationship,Archie Andrews/Reggie Mantle,true,66,
54084,Relationship,Mouna Khalil/Walter Vale,true,1,
54085,Relationship,Mouna Khalil/Original Character,true,1,
54106,Relationship,Daemon Sadi/Lucivar Yaslana,true,7,
54116,Relationship,Noah Puckerman/Quinn Fabray,false,13,84876
54121,Relationship,Meg Malloy/Archie Pringle,true,2,
54134,Relationship,Pearl Forrester/Mike Nelson,true,1,
54137,Relationship,Roxas/Sora,false,112,5753166
54156,Relationship,Kevin Walker/Scotty Wandell,true,25,
54173,Relationship,Blodwen Rowlands/John Rowlands,true,9,
54185,Relationship,Artemis Fowl II/Juliet Butler,false,11,162304
54187,Relationship,Bill Weasley/Charlie Weasley,true,115,
54218,Relationship,Nicole Anderson/Chelsea Staub,true,4,
54228,Relationship,Francis Abernathy/Henry Winter,true,12,
54230,Relationship,Akatsuki Chika/Tachibana Shito,true,17,
54253,Relationship,Lucy Carrigan/Prudence,true,1,
54254,Relationship,Holly Short/Artemis Fowl II,false,13,162321
54255,Relationship,Sid Jenkins/Tony Stonem,true,30,
54258,Relationship,Draco Malfoy/Lucius Malfoy,true,341,
54283,Relationship,Count Dracula/R.M. Renfield,false,15,39260185
54294,Relationship,Isaac Dian/Miria Harvent,true,38,
54340,Relationship,Laura Roslin/William Adama,false,27,6090
54357,Relationship,Simone Deveaux/Isaac Mendez,true,5,
54390,Relationship,Molly Carpenter/Carlos Ramirez,true,7,
54408,Relationship,Holly Short/Juliet Butler,false,8,162329
54420,Relationship,Sally Hope/Darrell Rivers,true,17,
54435,Relationship,Spy/Scout's Mom,false,6,7360070
54442,Relationship,Alanna of Pirate's Swoop and Olau/George Cooper,true,197,
54454,Relationship,Donny Donowitz/Smithson Utivich,true,38,
54464,Relationship,Archie Hicox/Hugo Stiglitz,true,5,
54465,Relationship,Lucas/Mark,false,12,59328
54466,Relationship,August Diehl/Til Schweiger,true,1,
54489,Relationship,Tristran Thorn/Yvaine the Star,false,20,23946615
54497,Relationship,Mike Donovan/Greg Powell,true,8,
54505,Relationship,Kevin Ryan/Javier Esposito,false,10,11169
54512,Relationship,Cole Parker/Dani Servigo,true,5,
54516,Relationship,Cutter/Skywise,false,17,30503591
54558,Relationship,Glinda/Elphaba,false,7,91826
54564,Relationship,Blaise Harman/Philip North,true,1,
54566,Relationship,Christian/Satine,false,12,4536359
54583,Relationship,Jack Carter/Douglas Fargo,true,9,
54584,Relationship,Arabella Strange/Emma Pole,false,9,5856824
54592,Relationship,Marian/Robin,false,9,101652
54617,Relationship,Derek Bliss/Rodrigo,true,2,
54630,Relationship,Stuart Alan Jones/David Posner,true,0,
54691,Relationship,Jesse Aarons/Leslie Burke,false,14,1690006
54702,Relationship,Surprise!,false,30,797028
54756,Relationship,Jourdan Dunn/Karlie Kloss,true,1,
54766,Relationship,Jughead Jones/Reggie Mantle,true,77,
54777,Relationship,David Bouchard/Martin Ward,true,9,
54803,Relationship,Marcus Tullius Cicero/Titus Pomponius Atticus,true,11,
54815,Relationship,Olivia/Viola,false,11,7388972
54840,Relationship,John Bender/Brian Johnson,true,121,
54842,Relationship,Zapp Brannigan/Turanga Leela,true,2,
54867,Relationship,Evelina Anville/Lord Orville,true,1,
54887,Relationship,Anne Elliot/Frederick Wentworth,true,227,
54912,Relationship,George - Relationship,false,10,
54918,Relationship,Alistair/Cousland,false,492,26640338
54934,Relationship,Archivist12/Mina de Malfois,true,3,
54944,Relationship,Jack Hawksmoor/Cities,true,2,
54945,Relationship,Ferris Bueller/Cameron Frye/Sloane Peterson,true,59,
54949,Relationship,Ellie Arroway/Kent Clark,true,1,
54970,Relationship,Hugh Dark/Joscelyn Dark,true,1,
54987,Relationship,Hilda Annersley/Nell Wilson,true,22,
54988,Relationship,Selena Gomez/Demi Lovato,true,46,
55022,Relationship,Tim Gunn/Daniel Vosovic,true,1,
55038,Relationship,Kif Kroker/Amy Wong,true,12,
55077,Relationship,Asaga Hiryuu/Mana Tatsuo,true,1,
55090,Relationship,John Barrowman/Scott Gill,true,60,
55091,Relationship,John Barrowman/David Tennant,true,18,
55106,Relationship,Spider-Man/Black Cat,false,9,43845
55124,Relationship,Pete Campbell/Peggy Olson,true,16,
55125,Relationship,Peggy Olson/Duck Phillips,true,1,
55151,Relationship,Kari Cavish/Micum Cavish,true,1,
55159,Relationship,Maebara Keiichi/Sonozaki Mion,true,27,
55160,Relationship,Houjou Satoshi/Sonozaki Shion,true,16,
55190,Relationship,Linus Larrabee/Sabrina Fairchild,false,8,10359814
55201,Relationship,Galahad/Gawain,false,47,213308
55223,Relationship,William Riker/Other,false,21,14402816
55228,Relationship,Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright,false,984,8030074
55230,Relationship,Bren Cameron/Jago,true,10,
55237,Relationship,Christian Bale/Viggo Mortensen,true,3,
55262,Relationship,Bren Cameron/Jase Graham,true,0,
55275,Relationship,Finn Hudson/Kurt Hummel,true,383,
55286,Relationship,Hyacinthe Cohen/Catherine Li,true,2,
55325,Relationship,Prince/Rapunzel,false,15,863367
55344,Relationship,Friedrich Bhaer/Josephine March,true,119,
55345,Relationship,Theodore Laurence/Amy March,true,220,
55355,Relationship,Sif/Loki,false,87,113993
55378,Relationship,Cap/Bucky,false,6,110293
55382,Relationship,Cat Chant/Gwendolen Chant,true,1,
55393,Relationship,C.K. Dexter Haven/Tracy Lord,true,14,
55394,Relationship,Brad Colbert & Ray Person,true,33,
55395,Relationship,John Boone/Frank Chalmers,true,0,
55401,Relationship,Roddy Hyde/Nick Mallory,true,6,
55409,Relationship,Steve Rogers/Bucky Barnes,false,407,110293
55455,Relationship,Remus Lupin/George Weasley,true,12,
55491,Relationship,Zachary Quinto/Karl Urban,true,16,
55492,Relationship,Bruce Greenwood/Leonard Nimoy,true,2,
55497,Relationship,Daniel Desario/Lindsay Weir,true,10,
55498,Relationship,Seamus Finnigan/Ron Weasley,true,32,
55504,Relationship,David Tennant/John Simm,false,7,87104
55505,Relationship,Freema Agyeman/Sophia Myles,true,1,
55516,Relationship,Daniel Desario/Kim Kelly,true,6,
55521,Relationship,Thomas/Francis,true,1,
55522,Relationship,Nick Andopolis/Lindsay Weir,true,16,
55527,Relationship,Alex Fletcher/Colin Thompson,true,1,
55532,Relationship,Caitlin Byrne/Lillie Langtry,true,3,
55539,Relationship,Colt McCoy/Jordan Shipley,true,2,
55560,Relationship,Rokujou Miharu/Yoite,true,88,
55567,Relationship,Antimony Carver/Katerina Donlan,true,11,
55572,Relationship,Vayne Aurelius/Roxis Rosenkrantz,true,22,
55588,Relationship,Jay Farrar/Jeff Tweedy,true,2,
55599,Relationship,Katniss Everdeen/Peeta Mellark,true,6615,
55602,Relationship,Bianca Montgomery/Maggie Stone,true,26,
55606,Relationship,Iris Crowe/Justin Crowe,true,27,
55612,Relationship,spy/sniper,false,8,123561
55624,Relationship,First Doctor/Rose Tyler,true,40,
55628,Relationship,Eli Cash/Chas Tenenbaum,true,6,
55641,Relationship,Nathan Drake/Elena Fisher,true,496,
55642,Relationship,Nathan Drake/Chloe Frazer,true,52,
55645,Relationship,Stringer Bell/Jimmy McNulty,true,5,
55681,Relationship,Jack Harkness/Tenth Doctor,false,12,6036
55698,Relationship,Mortimer Lightwood/Eugene Wrayburn,true,2,
55714,Relationship,Buffy Summers/Gabriel Van Helsing,true,1,
55733,Relationship,Nick Heidfeld/Robert Kubica,true,1,
55778,Relationship,Peter/Neal/Elizabeth,false,12,13820
55781,Relationship,O-Ren Ishii/Gogo Yubari,true,13,
55782,Relationship,Jack Harkness/Helen Magnus,true,1,
55790,Relationship,Drake/Josh,false,7,30855
55794,Relationship,Ian Crawford/Greta Salpeter,true,0,
55811,Relationship,Madelyn Mack/Nora Noraker,true,4,
55843,Relationship,Sookie Stackhouse/Eric Northman,false,8,13691
55858,Relationship,Kathryn Merteuil/Sebastian Valmont,true,18,
55869,Relationship,Mitch Hundred/Jack Pherson,true,2,
55878,Relationship,Billy Kaplan/Teddy Altman,false,67,27195
55895,Relationship,Edmond Dantès/Haydée,true,11,
55896,Relationship,Eugénie Danglars/Louise d'Armilly,true,26,
55897,Relationship,Sasha Nein/Milla Vodello,true,48,
55920,Relationship,Cappie/Evan Chambers,true,6,
55936,Relationship,Ian Sanders/Takimura Rin,true,3,
55939,Relationship,Lindsey Ballato/Frank Iero/Jamia Nestor/Gerard Way,true,24,
55963,Relationship,Sophie Devereaux/Eliot Spencer,false,63,39057718
55964,Relationship,Margo Green/Nora Kelly,true,2,
56007,Relationship,Ethel Bennett/Laura Goodley,true,1,
56027,Relationship,Damon Salvatore/Elena Gilbert,false,40,76922
56041,Relationship,Joel Fleischman/Marilyn Whirlwind,true,3,
56059,Relationship,Frank N. Furter/Everyone,true,15,
56102,Relationship,Bigby Wolf/Snow White,false,92,69796
56112,Relationship,Islington/Richard Mayhew,true,3,
56122,Relationship,Jude/Max,false,8,39603
56135,Relationship,Davy Dempsey/Matilda Goodnight,true,2,
56148,Relationship,Peter Abelard/Peter the Venerable,true,1,
56173,Relationship,Harmony Kendall/Spike,true,48,
56192,Relationship,Wendy St. Clair/Sophie Etoile,true,1,
56199,Relationship,Aleksander/Seyonne,true,11,
56206,Relationship,Vanyel Ashkevron/Tylendel Frelennye,true,58,
56267,Relationship,Nicholas Rush/Everett Young,true,283,
56272,Relationship,Katsa/Po,false,11,48868036
56299,Relationship,Sidney Crosby/Alexander Ovechkin,true,171,
56316,Relationship,Abe Sapien/Liz Sherman,true,6,
56335,Relationship,Kirill/Nikolai Luzhin,true,65,
56336,Relationship,Cormac Bennett/Kitty Norville,true,0,
56346,Relationship,Donald Duck/Daisy Duck,false,16,60881
56347,Relationship,Mickey Mouse/Minnie Mouse,true,187,
56356,Relationship,Cefwyn Marhanen/Tristen Sihhë,true,1,
56358,Relationship,Kate Schofield/Thomas Schofield,true,12,
56359,Relationship,Cecelia Tarleton/James Tarleton,true,9,
56363,Relationship,Sweet William/King,true,2,
56400,Relationship,Aubrey Lanyon/Jessamy Merriville,true,3,
56405,Relationship,Jessica Jones/Steve Rogers,true,17,
56411,Relationship,Sol Badguy/Ky Kiske,true,94,
56445,Relationship,Bernard Bottle/Josephus,true,1,
56458,Relationship,Spike - Relationship,false,17,
56462,Relationship,Arthur/Guinevere/Lancelot,false,9,153384
56465,Relationship,Tino Orsini/Mike Ribble,true,15,
56506,Relationship,Justin Alastair/Léonie de Saint-Vire,true,8,
56572,Relationship,Count D & Leon Orcot,true,24,
56637,Relationship,Tracy Bacon/Sam Clay,true,6,
56640,Relationship,René Artois/Hubert Gruber,true,4,
56676,Relationship,Billy/Teddy,false,46,27195
56756,Relationship,Archie Goodwin/Saul Panzer,true,16,
56757,Relationship,Jake Foley/Diane Hughes,true,21,
56788,Relationship,Jesse James/Zee James,true,2,
56805,Relationship,Kate Schofield/Cecelia Tarleton,true,4,
56807,Relationship,Thomas Schofield/James Tarleton,true,4,
56817,Relationship,Chris Pine/Zachary Quinto/Zoe Saldana,true,8,
56825,Relationship,The Brucolac/Uther Doul,true,10,
56841,Relationship,troy/abed,false,44,39627
56852,Relationship,Jenny Sparks/Swift,true,7,
